Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,Metro-North Train Station - Cortlandt,2 Memorial Dr,,Cortlandt Manor,NY,10520,,888-682-7275,E,,Public,24 hours daily,,,,,,4,,,,,200-8,41.2458347,-73.9215421,2016-06-03,65283,2017-01-18 01:56:46 UTC,SG,,,2015-06-01,,,,,J1772
ELEC,Stony Brook University,118 Administration,Located in the Admin Parking Garage - Level 3,Stony Brook,NY,11790,,631-632-2886,E,,Public - Credit card at all times,24 hours daily,A D M V,,,,,4,,,,,GPS,40.914818,-73.119813,2016-08-03,65285,2017-01-18 01:57:14 UTC,SG,,,2014-07-01,,,,,J1772
ELEC,Bay Ridge Municipal Parking Garage,8501 5th Av,Located on the 3rd floor,Brooklyn,NY,11209,,718-439-5699,E,,Public,24 hours daily,,,,,,3,,,,,200-8,40.6218413,-74.0256483,2016-04-04,65288,2017-01-18 02:34:58 UTC,LG,,,2015-06-01,,,,,J1772
ELEC,East 149th Street Municipal Parking Garage ,315 E 149th St,,Bronx,NY,10451,,718-292-4523,E,,Public,24 hours daily,,,,,,3,,,,,200-8,40.81731,-73.920867,2016-04-04,65291,2017-01-18 02:35:45 UTC,LG,,,2015-06-01,,,,,J1772
ELEC,Jamestown Community College,525 Falconer St,,Jamestown,NY,14702,,716-338-1000,E,,Public,24 hours daily,,,,,,2,,,,,200-8,42.1157425,-79.2200432,2016-06-03,65299,2017-02-02 19:58:53 UTC,LG,,,2015-10-01,,,,,J1772
ELEC,ATLANTIC VW,555 W Sunrise Hwy,VW_408330_1,West Islip,NY,11795,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.72527,-73.29118,2017-02-15,65314,2017-02-15 09:40:22 UTC,,,,,,,,,J1772
ELEC,PALISADES VW,115 NY-59,VW_408110_A,Nyack,NY,10960,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.093888,-73.9402778,2017-02-15,65328,2017-02-15 09:39:02 UTC,,,,,,,,,J1772
ELEC,F.X. CAPRARA,18493 US-11,VW_408142_A,Watertown,NY,13601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.935031,-75.9332399,2017-02-15,65384,2017-02-15 09:41:43 UTC,,,,,,,,,J1772
CNG,American Natural Gas LLC,5873 Genesee St,,Lancaster,NY,14086,,,E,,Private,,,,Q,3600,,,,,,,200-8,42.9407453,-78.6305802,2016-06-03,65389,2017-01-18 02:40:21 UTC,P,,,2015-06-28,,HD,,,
CNG,American Natural Gas LLC,215 Ballard Rd,,Gansevoort,NY,12831,,866-264-6220,P,2017-05-15,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily,A D M V FuelMan Voyager Wright_Exp Comdata,,Q,3600,,,,,,,200-8,43.1692275,-73.7153753,2016-06-03,65390,2017-02-02 18:06:11 UTC,P,,,,,HD,,,
CNG,American Natural Gas,34 Cady Hill Blvd,Intersection at Geyser Road,Saratoga Springs,NY,12866,,866-264-6220,E,,Public - Credit card at all times,24 hours daily,A D M V FuelMan Voyager Wright_Exp Comdata,,Q,3600,,,,,,,200-8,43.0602612,-73.8217953,2017-02-01,65392,2017-02-01 20:08:34 UTC,P,,,2016-03-15,,HD,,,
ELEC,I-SQUARE,400 Bakers Park,"MAIN LOT (WEST); In Main Lot, Front of Stage
MAIN LOT (EAST); Main Lot in Front of Stage",Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,43.2097799,-77.5980489,2017-02-15,65470,2017-02-15 09:45:00 UTC,,,,,,,,,J1772
ELEC,GMC Parking - Continental Towers,301 East 79th Street,"Located between 1st Ave & 2nd Ave. - 
Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within.
",New York,NY,10075,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.773312,-73.954872,2017-02-15,65498,2017-02-15 08:15:46 UTC,,,,,,,,,J1772
ELEC,LEGEND VW,158 Merrick Rd,VW_408126_A,Amityville,NY,11701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.6711775,-73.4158231,2017-02-15,65533,2017-02-15 09:39:56 UTC,,,,,,,,,J1772
ELEC,HWS COLLEGES,287 Pulteney St,"MEDBERY LOT; Medbery Parking Lot, just north of Campus Safety",Geneva,NY,14456,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.8599629,-76.9843626,2017-02-15,65651,2017-02-15 09:56:58 UTC,,,,,,,,,J1772
ELEC,FREEDOM SQUARE,35 5th Ave,"PARKING LOT; Behind the stage at Freedom Square in North Troy, at 101st Street where 5th and 6th Avenues meet. A service of The Sanctuary for Independent Media (www.mediasanctuary.org).",Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.7540047,-73.6817323,2017-02-15,65652,2017-02-15 09:56:14 UTC,,,,,,,,,J1772
ELEC,Skyport Parking Garage,2430 FDR Dr,,New York,NY,10010,,914-478-6300,E,,Public,Restricted to garage hours; pay lot,,,,,4,2,,,,,200-8,40.7353819,-73.974153,2017-01-11,65682,2017-01-18 02:32:00 UTC,P,,,2012-08-30,,,,,NEMA515 J1772
ELEC,North Utica Shopping Center - Tesla,50 Auert Ave,,Utica,NY,13501,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,43.113878,-75.206857,2016-04-04,65735,2017-01-18 00:54:37 UTC,P,,,2015-02-01,,,,,TESLA
ELEC,Icon Parking - 111 Eighth Avenue,111 Eighth Avenue,"Entrance on 385 W 15th St or 386 W 16th 
St.
",New York,NY,10011,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.741421,-74.003186,2017-02-15,65773,2017-02-15 08:08:52 UTC,,,,,,,,,J1772
ELEC,Icon Parking - Patriot Parking,376 Greenwich Street,,New York,NY,10013,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.719909,-74.010274,2017-02-15,65776,2017-02-15 08:08:54 UTC,,,,,,,,,J1772
ELEC,Icon Parking - One Lincoln Plaza,20 W 64th Street,"Located at B1
",New York,NY,10023,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.771522,-73.980903,2017-02-15,65777,2017-02-15 08:08:54 UTC,,,,,,,,,J1772
ELEC,Icon Parking - Clarity 47 Parking,145 West 47th Street,,New York,NY,10036,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.758934,-73.98339,2017-02-15,65778,2017-02-15 08:08:54 UTC,,,,,,,,,J1772
CNG,National Grid - Staten Island,200 Gulf Ave,"From I-278, exit onto Gulf Ave S, and the station is on the left. Or from Staten Island Expressway, exit to Western Ave S, and left onto Gulf Ave, where the station will be on the right",Staten Island,NY,10303,,866-809-4869 ,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,D M V CleanEnergy FuelMan Voyager Wright_Exp,,Q,3000 3600,,,,,,,GPS,40.624733,-74.17955,2017-01-11,65800,2017-01-18 02:54:52 UTC,P,,,1994-07-15,,HD,,,
ELEC,Sanctuary for Independent Media - Freedom Square Parking,101st St,,Troy,NY,12181,,518-272-2390 ,E,,Public,24 hours daily,,,,,,2,,,,,GPS,42.753356,-73.681547,2016-06-03,65804,2017-01-18 00:59:15 UTC,P,,,2015-01-01,,,,,J1772
LPG,Flying J,8484 Allegheny Rd,I-90 Exit 48A,Pembroke,NY,14036,,585-599-4430,E,,Public,24 hours daily,Cash Checks A D M V,,,,,,,,,,200-8,43.0013148,-78.4069079,2017-01-11,66165,2017-01-18 00:22:49 UTC,P,,,2015-02-15,,,false,,
ELEC,iPark - 59 Allen Street Garage,59 Allen Street,"Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within.

Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within.
",New York,NY,10002,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.717195,-73.991658,2017-02-15,66256,2017-02-15 08:09:56 UTC,,,,,,,,,J1772
ELEC,iPark - Paradise Garage,62-60 99th Street,"Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within.

Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within.
",Rego Park,NY,11374,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.733347,-73.858012,2017-02-15,66361,2017-02-15 08:09:55 UTC,,,,,,,,,J1772
E85,North Bellmore Valero,2670 N Jerusalem Rd,,North Bellmore,NY,11710,,631-288-0280,E,,Public,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.7061605,-73.5361737,2016-08-03,66468,2017-01-18 00:36:47 UTC,P,,,2013-07-15,,,,false,
ELEC,BMW FREEPORT,291 W Sunrise Hwy,STATION 02; -,Freeport,NY,11520,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.6556167,-73.5960046,2017-02-15,66632,2017-02-15 09:51:17 UTC,,,,,,,,,J1772
ELEC,CLARKSON UNVER,"16A,16B Pierrepont Ave",OLD MAIN LOT 1; South End Old Main,Potsdam,NY,13676,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.6676422,-74.9804896,2017-02-15,66672,2017-02-15 09:57:00 UTC,,,,,,,,,J1772
ELEC,STAYBRIDGE,39 Wolf Rd Colonie,"TURF 1; The station is located on the north side of the building, next to the entrance",Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.7126849,-73.811791,2017-02-15,66733,2017-02-15 09:35:33 UTC,,,,,,,,,J1772
ELEC,SCCC,121 Speonk Riverhead Rd,"EAST CAMPUS 1; Parking Field #1 Near Bus Shelter
EAST CAMPUS 2; Parking Field #1 Near Bus Shelter",Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.8767575,-72.7003114,2017-02-15,66804,2017-02-15 09:56:26 UTC,,,,,,,,,J1772
ELEC,SCCC,580 College Rd,AMM CAMPUS N; Annex Building Parking Lot,Farmingville,NY,11738,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.8443811,-73.0550402,2017-02-15,66861,2017-02-15 09:56:25 UTC,,,,,,,,,J1772
ELEC,SCCC,580-586 College Rd,AMM CAMPUS S; Annex Building Parking Lot,Farmingville,NY,11738,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.8442593,-73.0550724,2017-02-15,66862,2017-02-15 09:55:07 UTC,,,,,,,,,J1772
ELEC,Four Brothers Drive In,4957 Route 22,,Amenia,NY,12501,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,41.850398,-73.557933,2017-02-15,66934,2017-02-15 08:16:29 UTC,,,,,,,,,J1772
ELEC,DEER PARK,152 The Arches Cir,"TANGER EV 6; South side of center between Nike and Neiman Marcus
TANGER EV 3; South side of center between Nike and Neiman Marcus
TANGER EV 1; South side of center between Nike and Neiman Marcus
TANGER EV 5; South side of center between Nike and Neiman Marcus
TANGER EV 2; South side of center between Nike and Neiman Marcus
TANGER EV 4; South side of center between Nike and Neiman Marcus ",Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.76509,-73.303344,2017-02-15,67051,2017-02-15 09:31:17 UTC,,,,,,,,,J1772
ELEC,TUCKAHOE#1,44 Crescent Pl,STATION#1; In the Fisher Avenue Municipal Parking Lot,Tuckahoe,NY,10707,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.9584038,-73.8195746,2017-02-15,67066,2017-02-15 09:35:21 UTC,,,,,,,,,J1772
ELEC,NATIONAL GRID,257 Fuller Rd,SUNY NANOTECH; -,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.6904954,-73.8329798,2017-02-15,67092,2017-02-15 09:55:30 UTC,,,,,,,,,J1772
ELEC,RIVERHEAD,1947 Old Country Road,"RIVER 2 #3; Tanger 2 - Suite 906.  Three duel level chargers located in the parking lot between Cole Haan and Nike.
RIVER 1 #3; Tanger 1 - Suite 200.  Three dual level chargers located in the parking lot across from Shopper Services.
RIVER 2 #1; Tanger 2 - Suite 906. Three duel level chargers located in the parking lot between Cole Haan and Nike.
RIVER 1 #1; The station is located in the parking area near the Tanger Mall entrance
RIVER 1 #2; Tanger 1 - Suite 200.  Three dual level chargers located in the parking lot across from Shopper Services.  
RIVER 2 #2; The station is located in the parking area near the Tanger Mall entrance",Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.9225167,-72.7092954,2017-02-15,67108,2017-02-15 09:25:41 UTC,,,,,,,,,J1772
ELEC,SCCC,701 County Rd 106,"GRANT CAMPUS 2; -
GRANT CAMPUS 1; -",Brentwood,NY,11717,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.7935762,-73.2750992,2017-02-15,67158,2017-02-15 09:56:24 UTC,,,,,,,,,J1772
ELEC,"First Avenue Parking, LLC",630 1st Avenue,"Monthly parking only.

Monthly parking only.
",New York,NY,10016,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.745096,-73.971921,2017-02-15,67177,2017-02-15 08:16:26 UTC,,,,,,,,,J1772
ELEC,Holiday Inn - Tesla,441 Electronics Pkwy,,Liverpool,NY,13088,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-8,43.1025052,-76.1887182,2016-04-04,67211,2017-01-18 00:50:39 UTC,P,,,2015-03-01,,,,,TESLA
ELEC,EAST HAMPTON TH,200 Daniels Hole Rd,EH AIRPORT; -,East Hampton,NY,11937,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.9611778,-72.2479362,2017-02-15,67226,2017-02-15 09:55:09 UTC,,,,,,,,,J1772
ELEC,State University of New York - Ulster Extension Center,124 Marys Ave,,Kingston,NY,12401,,845-338-7455,E,,Public,24 hours daily,,,,,,2,,,,,200-8,41.923179,-73.999551,2016-02-02,67353,2017-01-18 00:47:40 UTC,LG,,,2015-06-15,,,,,J1772
LPG,AmeriGas,11400 State Route 12,,Alder Creek,NY,13301,,315-831-2121,E,,Public - Call ahead,8am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,43.4145946,-75.2233702,2016-08-25,67424,2017-01-18 00:32:37 UTC,P,,,,,,false,,
LPG,AmeriGas,2256 County Route 8,,Oswego,NY,13126,,315-343-7517,E,,Public - Call ahead,8am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,43.3833651,-76.4716836,2017-01-11,67426,2017-01-18 02:35:51 UTC,P,,,,,,false,,
LPG,AmeriGas,7 Mang Dr,,Sidney,NY,13838,,607-563-2101,E,,Public - Call ahead,8am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,42.2990731,-75.4091444,2017-01-11,67427,2017-01-18 01:09:31 UTC,P,,,,,,false,,
LPG,U-Haul,5967 E Taft Rd,,North Syracuse,NY,13212,,315-458-3992,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,43.1257048,-76.1073487,2016-05-09,67471,2017-01-18 00:23:34 UTC,P,,,,,,false,,
LPG,U-Haul,112 Main St,,Queensbury,NY,12804,,518-793-5126,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-9,43.2977541,-73.675873,2016-05-09,67485,2017-01-18 00:33:53 UTC,P,,,,,,false,,
LPG,U-Haul,244 Erie Blvd E,,Rome,NY,13440,,315-339-3110,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-9,43.2040924,-75.455779,2016-05-09,67491,2017-01-18 00:33:54 UTC,P,,,,,,false,,
LPG,U-Haul,169 Ontario St,,Cohoes,NY,12047,,518-237-4760,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-9,42.7740773,-73.693452,2016-05-09,67512,2017-01-18 00:57:37 UTC,P,,,,,,true,,
LPG,U-Haul,6161 Transit Rd,,Depew,NY,14043,,716-681-5160,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,42.9230632,-78.6963921,2016-05-09,67525,2017-01-25 21:20:27 UTC,P,,,,,,false,,
LPG,U-Haul,19153 US Route 11,,Watertown,NY,13601,,315-788-8045,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,43.9443246,-75.9172785,2016-05-09,67536,2017-01-18 00:57:32 UTC,P,,,,,,false,,
LPG,U-Haul,3120 S Orchard Park Rd,,West Seneca,NY,14224,,716-675-9343,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,42.7999277,-78.7528182,2016-05-09,67538,2017-01-18 00:56:58 UTC,P,,,,,,false,,
LPG,U-Haul,1001 Canal St,,Syracuse,NY,13210,,315-474-2923,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-9,43.0525202,-76.1224863,2016-05-09,67546,2017-01-18 00:33:26 UTC,P,,,,,,false,,
LPG,U-Haul,2843 Kenmore Ave,,Tonawanda,NY,14150,,716-874-6720,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-9,42.9798475,-78.9109961,2016-05-09,67552,2017-01-18 00:33:27 UTC,P,,,,,,false,,
LPG,U-Haul,430 Lomond Pl,,Utica,NY,13502,,315-733-2386,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,43.0840994,-75.2885788,2016-05-09,67558,2017-01-18 00:33:55 UTC,P,,,,,,false,,
LPG,U-Haul,3732 Vestal Pkwy E,,Vestal,NY,13850,,607-729-4951,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,42.0957593,-75.9816028,2016-05-09,67562,2017-01-18 00:33:56 UTC,P,,,,,,false,,
LPG,U-Haul,8045 State Route 96,,Victor,NY,14564,,585-425-3110,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-9,43.0335491,-77.4445778,2016-05-09,67563,2017-01-18 00:33:27 UTC,P,,,,,,false,,
LPG,U-Haul,139 Broadway,,Albany,NY,12202,,518-449-2034,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-9,42.6412121,-73.7512239,2016-05-09,67568,2017-01-18 00:57:34 UTC,P,,,,,,false,,
LPG,U-Haul,2043 Central Ave,,Albany,NY,12205,,518-456-7514,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,42.7496195,-73.867977,2016-05-09,67569,2017-01-18 00:57:34 UTC,P,,,,,,false,,
LPG,U-Haul,6229 US Highway 11,,Canton,NY,13617,,315-386-8154,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,44.610494,-75.122984,2016-06-30,67586,2017-01-18 01:02:29 UTC,P,,,,,,false,,
LPG,U-Haul,2494 Corning Rd,,Elmira Heights,NY,14903,,607-796-2621,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,GPS,42.15063,-76.833014,2016-05-09,67594,2017-01-18 01:36:11 UTC,P,,,,,,false,,
LPG,U-Haul,1661 Long Pond Rd,,Greece,NY,14626,,585-227-4520,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,GPS,43.186095,-77.702153,2016-05-09,67609,2017-01-18 02:05:02 UTC,P,,,,,,false,,
LPG,U-Haul,290 Jefferson Rd,,Henrietta,NY,14623,,585-292-7000,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,GPS,43.092951,-77.652374,2016-05-09,67617,2017-01-18 01:36:25 UTC,P,,,,,,false,,
LPG,U-Haul,1000 S Broadway,,Hicksville,NY,11801,,516-822-6100,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,40.7433505,-73.4982877,2016-05-09,67619,2017-01-18 00:23:30 UTC,P,,,,,,false,,
LPG,U-Haul,1875 E Ridge Rd,,Irondequoit,NY,14622,,585-467-8330,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,GPS,43.201343,-77.567113,2016-05-09,67625,2017-01-18 02:07:08 UTC,P,,,,,,true,,
LPG,U-Haul,343 Elmira Rd,,Ithaca,NY,14850,,607-272-7491,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-9,42.4239248,-76.514058,2016-05-09,67626,2017-01-18 00:58:02 UTC,P,,,,,,true,,
ELEC,SCHMITT'S VW,5255 Genesee street,STATION 1; Located Next To Service Waiting Room,Bowmansville,NY,14026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.9398982,-78.6873306,2017-02-15,67643,2017-02-15 09:40:42 UTC,,,,,,,,,J1772
ELEC,MAIN LOT,129 Main St,"EV 1; -Village Hall, Cross Elm, Cross Oak",Dobbs Ferry,NY,10522,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.0156122,-73.8744875,2017-02-15,67678,2017-02-15 09:55:10 UTC,,,,,,,,,J1772
ELEC,TAPPS,2213 Gerritsen Ave,"KEY FOOD; Intersection of Gerritsen Ave, Knapp St &amp; Avenue U",Brooklyn,NY,11229,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.6015954,-73.9346045,2017-02-15,67704,2017-02-15 09:55:11 UTC,,,,,,,,,J1772
ELEC,The Maidstone - Tesla,207 Main St,,East Hampton,NY,11937,,631-324-5006  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla guest use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.9553753,-72.1937181,2016-04-04,67730,2017-01-18 00:48:00 UTC,P,,,2015-02-01,,,,,TESLA
ELEC,Champion Parking - Tesla,60 E 8th St,,New York,NY,10003,,212-473-9061  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7305539,-73.9930526,2016-04-04,67742,2017-01-18 00:47:54 UTC,P,,,2015-02-01,,,,,TESLA
ELEC,Mirbeau Inn & Spa,851 W Genesee Street Rd,,Skaneateles,NY,13152,,877-647-2328  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla guest use only; see front desk for access,,,,,,3,,,Tesla,http://www.teslamotors.com/supercharger,200-8,42.9452901,-76.4430012,2016-04-04,67743,2017-01-18 00:55:04 UTC,P,,,2015-03-01,,,,,TESLA J1772
ELEC,Montauk Yacht Club Resort & Marina - Tesla,32 Star Island Rd,,Montauk,NY,11954,,631-668-3100  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla guest use only; see front desk for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,41.069287,-71.932618,2016-04-04,67744,2017-01-18 00:55:06 UTC,P,,,2015-04-01,,,,,TESLA
ELEC,ParkIt - Tesla,10 Wooster St,,New  York,NY,10013,,212-431-1034  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7213314,-74.0035293,2016-04-04,67745,2017-01-18 00:47:57 UTC,P,,,2015-02-01,,,,,TESLA
ELEC,ParkIt - Tesla,403 Lafayette St,,New  York,NY,10003,,212-254-1263  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.728138,-73.99238,2016-04-04,67746,2017-01-18 00:47:56 UTC,P,,,2015-03-01,,,,,TESLA
ELEC,Quik Park - Tesla,1133 6th Ave,,New York,NY,10036,,212-398-0464  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7559786,-73.9833069,2016-04-04,67747,2017-01-18 00:47:51 UTC,P,,,2015-04-01,,,,,TESLA
